activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,applicant_ethnicity_2,applicant_ethnicity_3,applicant_ethnicity_4,applicant_ethnicity_5,co_applicant_ethnicity_1,co_applicant_ethnicity_2,co_applicant_ethnicity_3,co_applicant_ethnicity_4,co_applicant_ethnicity_5,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,aus_2,aus_3,aus_4,aus_5,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,RVDPPPGHCGZ40J4VQ731,47260,VA,51650,51650010702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,1,2,2,2,145000,80,NA,NA,3,NA,NA,NA,NA,NA,348,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,51,39,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,3996,49.52,93200,76,810,1412,52
2022,RVDPPPGHCGZ40J4VQ731,34100,TN,47089,47089070600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,145000,77.35,7.5,0.903,2,6489.45,NA,4820.2,3546.2,,348,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,36,38,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,5365,13.22,70700,111,1153,1851,30
2022,RVDPPPGHCGZ40J4VQ731,36740,FL,12069,12069031203,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Joint,5,0,2,2,32,1,2,2,2,215000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,71,NA,9,9,1,12,,,,12,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,3,,,,,10,,,,6338,38.81,80100,82,1975,2924,21
2022,RVDPPPGHCGZ40J4VQ731,38940,FL,12111,12111382016,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,2,2,2,2,75000,78.47,11.25,5.311,2,4473.93,NA,3369.63,2869.63,50,360,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,110,42,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,6242,30.73,84500,145,2014,2840,25
2022,RVDPPPGHCGZ40J4VQ731,20260,MN,27137,27137014100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,2,32,1,2,2,2,105000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,62,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,3,,,,,10,,,,1397,6.01,88200,70,595,845,62
2022,RVDPPPGHCGZ40J4VQ731,12060,GA,13015,13015960101,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,32,2,2,2,2,75000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,76,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,1729,10.47,95700,101,457,698,26
2022,RVDPPPGHCGZ40J4VQ731,16300,IA,19113,19113002400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,32,1,2,2,2,115000,80,7.375,1.414,2,6089.96,NA,2109.66,3009.66,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,48,48,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,55-64,Yes,No,1,1,3,,,,,10,,,,4119,23.6,89200,54,1143,1566,59
2022,RVDPPPGHCGZ40J4VQ731,44140,MA,25013,25013813303,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,5,0,2,1,32,1,2,2,2,405000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,105,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4449,17.46,91300,225,1361,1427,51
2022,RVDPPPGHCGZ40J4VQ731,38060,AZ,4021,4021001408,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,5,0,2,3,32,1,2,2,2,375000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,52,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,2872,24.09,88800,98,1081,1587,14
2022,RVDPPPGHCGZ40J4VQ731,19660,FL,12127,12127083005,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,5,0,2,1,32,1,2,2,2,175000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,86,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,2,5,24,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,1,,,,,10,,,,3683,9.45,73500,85,1617,2119,32
2022,RVDPPPGHCGZ40J4VQ731,19124,TX,48121,48121020125,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,1,2,2,2,355000,80,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,445000,1,1,3,5,1,NA,120,49,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,,,,,9,,,,7979,45.51,97400,144,1802,2139,10
2022,RVDPPPGHCGZ40J4VQ731,99999,MT,30017,30017962000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,1,115000,75,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,145000,1,3,3,5,1,NA,107,>60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,1,,,,2172,10.54,81600,92,558,975,78
2022,RVDPPPGHCGZ40J4VQ731,16740,SC,45091,45091061004,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,575000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,300,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,35-44,No,No,1,1,1,,,,,10,,,,9513,24.02,91700,151,2554,3554,16
2022,RVDPPPGHCGZ40J4VQ731,99999,VA,51141,51141030102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,32,1,2,2,2,175000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,95,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,2288,13.33,67800,90,670,1361,36
2022,RVDPPPGHCGZ40J4VQ731,49660,OH,39099,39099812002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,32,2,2,2,2,85000,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,71,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,3882,12.88,68100,140,1133,1268,40
2022,RVDPPPGHCGZ40J4VQ731,23224,MD,24031,24031701005,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,32,2,2,2,2,255000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,136,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,3281,40.66,143900,126,946,1120,52
2022,RVDPPPGHCGZ40J4VQ731,22660,CO,8069,8069002508,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,5,0,2,1,32,2,2,2,2,55000,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,67,NA,9,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,7999,23.12,111300,97,1855,2197,14
2022,RVDPPPGHCGZ40J4VQ731,16020,MO,29031,29031880100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,5,0,2,2,32,1,2,2,2,245000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,86,NA,9,9,2,,,,,5,,,,,2,4,4,43,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,3,,,,,10,,,,6095,6.69,78400,105,1754,2233,35
2022,RVDPPPGHCGZ40J4VQ731,46660,GA,13185,13185010604,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,3,32,1,2,2,2,205000,98.67,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,69,44,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,5957,54.56,63700,129,1828,2391,22
2022,RVDPPPGHCGZ40J4VQ731,37460,FL,12005,12005000805,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,5,0,2,1,32,2,2,2,2,55000,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,28,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4111,39.33,78100,109,1358,1915,38
2022,RVDPPPGHCGZ40J4VQ731,36420,OK,40017,40017300702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,32,1,2,2,2,155000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,46,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,1,,,,,10,,,,5034,33.81,84900,130,842,1213,36
2022,RVDPPPGHCGZ40J4VQ731,26900,IN,18095,18095002000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,32,1,2,2,2,115000,77.62,7.25,0.772,2,6485.3,NA,5091.05,5390.16,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,49,44,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,2,,,,,10,,,,4101,21.8,91900,67,1195,2038,50
2022,RVDPPPGHCGZ40J4VQ731,41500,CA,6053,6053013900,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,32,2,2,2,2,205000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,115,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,55-64,55-64,Yes,Yes,1,1,6,,,,,10,,,,2584,65.48,90100,125,492,828,63
2022,RVDPPPGHCGZ40J4VQ731,48864,NJ,34033,34033022100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,32,1,2,2,2,105000,NA,NA,NA,3,NA,NA,NA,NA,NA,348,NA,NA,2,2,2,2,NA,1,2,3,5,1,NA,109,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,65-74,No,Yes,1,1,1,,,,,10,,,,1591,65.74,103900,0,272,733,70
2022,RVDPPPGHCGZ40J4VQ731,12580,MD,24003,24003731310,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,4,0,2,1,32,1,2,2,2,275000,NA,NA,NA,3,NA,NA,NA,NA,NA,348,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,154,NA,9,9,2,,,,,2,,,,,2,2,1,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,2,,,,,10,,,,5272,20.13,116100,105,1673,1950,44
2022,RVDPPPGHCGZ40J4VQ731,49660,OH,39099,39099812604,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,32,1,2,2,2,125000,96.18,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,55,45,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,3,,,,,4,,,,4884,11.24,68100,140,1911,2273,39
2022,RVDPPPGHCGZ40J4VQ731,34820,NC,37019,37019020603,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,5,0,2,1,32,1,2,2,2,385000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,77,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,1,,,,,10,,,,3325,33.62,77500,82,848,1419,21
2022,RVDPPPGHCGZ40J4VQ731,28140,KS,20091,20091051500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,32,1,2,2,2,325000,80,6.75,0.828,2,16733.53,NA,9214.28,8014.28,,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,121,38,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,3,,,,,10,,,,4115,14.24,97300,155,1321,1897,62
2022,RVDPPPGHCGZ40J4VQ731,19780,IA,19099,19099040400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,32,1,2,2,2,125000,75.95,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,39,49,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,3,,,,,9,,,,5392,11.16,98100,62,1525,2203,52
2022,RVDPPPGHCGZ40J4VQ731,48424,FL,12099,12099004205,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,5,0,2,1,32,2,2,2,2,55000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,92,NA,9,9,1,12,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,5475,78.05,90300,96,1118,1525,48
2022,RVDPPPGHCGZ40J4VQ731,22500,SC,45041,45041000202,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,4,0,2,2,32,1,2,2,2,195000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,95,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,3,,,,,10,,,,8528,44.1,64800,138,2070,2626,30
2022,RVDPPPGHCGZ40J4VQ731,38060,AZ,4013,4013422309,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,32,1,2,2,2,375000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,189,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,10,,,,5662,42.72,88800,137,1182,1704,24
2022,RVDPPPGHCGZ40J4VQ731,47664,MI,26125,26125144701,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,32,1,2,2,2,135000,59.21,6.75,0.307,2,7469.18,NA,6504.93,5230.93,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,80,30%-<36%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,3158,34.77,102800,56,931,1151,43
2022,RVDPPPGHCGZ40J4VQ731,12580,MD,24027,24027606603,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,32,2,2,2,2,105000,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,44,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,7995,66.73,116100,119,2106,2503,45
2022,RVDPPPGHCGZ40J4VQ731,38860,ME,23005,23005004002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,32,1,2,2,2,205000,48.92,7.25,1.34,2,11006.81,NA,5610.06,6496.06,,360,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,102,36,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,3,,,,,10,,,,8171,10.04,101600,138,2015,2393,35
2022,RVDPPPGHCGZ40J4VQ731,27260,FL,12089,12089050307,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,2,2,2,2,75000,81.31,10.375,4.658,2,3801.54,NA,2777.54,2277.54,,240,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,111,44,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,5322,26.36,86100,112,1167,1379,12
2022,RVDPPPGHCGZ40J4VQ731,37900,IL,17143,17143004801,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,32,1,2,2,2,205000,80,6.25,0.16,2,8312.19,NA,3129.94,3754.94,9,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,67,49,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,3,,,,,10,,,,4355,8.13,88700,118,1670,2014,46
2022,RVDPPPGHCGZ40J4VQ731,22744,FL,12011,12011110341,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,5,0,2,1,32,2,2,2,2,105000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,78,NA,9,9,1,13,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,4341,85.03,82100,83,598,653,25
2022,RVDPPPGHCGZ40J4VQ731,47894,VA,51153,51153901303,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,2,2,2,2,105000,70.76,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,605000,1,1,3,5,1,NA,128,37,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,6,,,,5107,46.78,139700,116,1251,1408,24
2022,RVDPPPGHCGZ40J4VQ731,22744,FL,12011,12011070316,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,2,2,2,2,55000,67.24,10.125,3.766,2,3599.75,NA,2545.45,2045.45,,360,NA,NA,2,2,2,2,615000,1,1,3,5,1,NA,101,40,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,5308,52.49,82100,170,1471,1736,33
2022,RVDPPPGHCGZ40J4VQ731,30980,TX,48183,48183000300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,5,0,2,1,1,1,2,2,2,195000,NA,NA,NA,3,NA,NA,NA,NA,NA,348,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,72,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,5698,34.36,73900,102,1120,2080,45
2022,RVDPPPGHCGZ40J4VQ731,27740,TN,47179,47179061701,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,5,0,2,1,1,1,2,2,1,295000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,1,NA,230,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,1,,,,,10,,,,7051,11.86,75300,181,1756,2358,21
2022,RVDPPPGHCGZ40J4VQ731,30460,KY,21067,21067003911,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Free Form Text Only,White,Female,5,0,2,1,32,1,2,2,2,125000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,10,NA,9,9,,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,3815,54.15,87300,65,352,1097,36
2022,RVDPPPGHCGZ40J4VQ731,19124,TX,48121,48121020118,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,2,1,32,1,2,2,2,285000,63.73,6.5,-0.166,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,108,39,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,4568,41.02,97400,95,1046,1638,30
2022,RVDPPPGHCGZ40J4VQ731,99999,VA,51193,51193010402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,5,0,2,1,32,1,2,2,2,265000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,70,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,3776,26.46,67800,126,1030,1854,43
2022,RVDPPPGHCGZ40J4VQ731,12580,MD,24003,24003740303,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,5,0,2,3,32,1,2,2,2,405000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,78,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,4727,40.34,116100,125,1479,1732,26
2022,RVDPPPGHCGZ40J4VQ731,12060,GA,13067,13067031117,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,32,2,2,2,2,85000,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,108,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,5691,40.06,95700,119,1785,2131,42
2022,RVDPPPGHCGZ40J4VQ731,29700,TX,48479,48479001810,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,5,0,2,1,32,1,2,2,2,115000,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,53,NA,9,9,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,6731,97.39,66000,141,1202,1618,16
2022,RVDPPPGHCGZ40J4VQ731,47894,VA,51059,51059420100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,5,0,2,2,32,1,2,2,2,445000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,39,NA,9,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,2,2,2,65-74,25-34,Yes,No,1,1,6,,,,,10,,,,4106,73.6,139700,109,1014,1205,55
